what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.quick_outline",1309657011838
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309657011847
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309657012634
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.format.active.elements",1309657014270
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309657020140
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1309657022741
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1309657031098
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1309657031318
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309657032731
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309657043131
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309657046059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309659965404
